0	33
0	34
1	32
1	35
1	36
1	37
1	38
2	32
2	39
3	32
3	39
3	40
3	48
3	49
4	32
4	41
4	47
4	48
4	50
5	23
5	24
5	27
5	28
5	29
5	30
5	31
5	41
5	47
5	51
6	22
6	25
6	26
6	41
6	46
6	51
7	22
7	41
7	42
7	43
7	44
7	45
7	52
8	23
8	52
9	23
9	53
10	23
10	54
11	22
11	54
12	21
12	55
13	20
13	56
13	57
13	58
14	20
14	59
14	60
15	20
15	59
15	60
16	15
16	16
16	17
16	18
16	19
16	20
16	59
17	14
17	60
17	61
17	65
17	66
17	68
18	13
18	62
18	64
18	67
18	68
18	69
18	70
19	12
19	63
19	71
20	12
20	71
20	72
21	13
21	72
21	73
22	12
22	74
23	13
23	75
24	13
24	75
25	13
25	14
25	75
26	14
26	76
27	14
27	77
28	14
28	78
28	79
28	80
29	14
29	81
30	14
30	82
31	14
31	15
31	82
32	16
32	82
33	17
33	82
34	16
34	82
35	17
35	83
36	17
36	83
37	16
37	17
37	83
38	14
38	15
38	16
38	83
39	13
39	82
40	14
40	15
40	16
40	17
40	82
41	17
41	82
42	17
42	82
43	17
43	82
44	17
44	83
44	84
44	85
44	86
45	17
45	87
45	88
46	16
46	17
46	89
46	90
46	91
47	13
47	16
47	92
48	11
48	12
48	14
48	15
48	92
49	12
49	92
50	13
50	92
51	14
51	92
52	14
52	92
53	14
53	90
53	91
53	92
54	13
54	90
55	12
55	90
55	91
56	12
56	91
56	94
56	95
56	96
56	97
57	12
57	92
57	93
57	98
57	99
58	12
58	99
59	12
59	100
60	12
60	100
61	6
61	12
61	100
62	2
62	3
62	4
62	5
62	7
62	11
62	101
63	1
63	8
63	9
63	10
63	102
63	103
63	104
63	105
63	106
63	107
64	1
64	108
64	109
65	1
65	110
65	111
65	112
65	113
65	114
65	116
65	117
65	118
65	119
65	120
65	121
65	122
66	1
66	123
66	124
67	1
67	125
67	126
67	127
68	1
68	128
68	129
69	1
69	130
69	131
70	1
70	132
70	133
71	1
71	134
72	1
72	134
73	1
73	134
73	135
73	136
74	1
74	137
74	138
74	139
74	141
74	142
75	2
75	3
75	140
75	143
75	144
75	145
76	4
76	5
76	6
76	7
76	8
76	9
76	10
76	11
76	12
76	13
76	146
77	14
77	15
77	16
77	17
77	147
77	148
78	18
78	149
79	19
79	20
79	149
80	21
80	22
80	63
80	64
80	65
80	83
80	84
80	85
80	86
80	87
80	150
81	23
81	63
81	65
81	76
81	77
81	78
81	79
81	80
81	81
81	82
81	88
81	150
82	24
82	63
82	66
82	68
82	69
82	70
82	71
82	75
82	151
82	152
83	24
83	63
83	67
83	72
83	73
83	74
83	90
83	91
83	92
83	153
83	154
84	25
84	63
84	93
84	94
84	95
84	96
84	97
84	155
85	26
85	63
85	98
85	99
85	100
85	101
85	102
85	103
85	104
85	156
86	27
86	31
86	32
86	33
86	64
86	105
86	118
86	119
86	156
87	28
87	29
87	30
87	33
87	34
87	64
87	105
87	107
87	108
87	109
87	110
87	117
87	120
87	155
88	35
88	64
88	106
88	111
88	112
88	113
88	114
88	115
88	116
88	121
88	122
88	123
88	155
89	35
89	64
89	124
89	136
89	137
89	138
89	139
89	140
89	141
89	154
90	35
90	36
90	64
90	125
90	126
90	134
90	135
90	136
90	142
90	154
91	36
91	37
91	63
91	127
91	128
91	133
91	142
91	154
92	38
92	39
92	40
92	63
92	129
92	130
92	131
92	132
92	143
92	154
93	41
93	42
93	43
93	62
93	143
93	154
94	44
94	45
94	46
94	47
94	48
94	49
94	62
94	143
94	154
95	49
95	50
95	62
95	144
95	145
95	154
96	51
96	62
96	146
96	154
97	52
97	63
97	147
97	148
97	154
98	52
98	63
98	148
98	155
99	53
99	64
99	149
99	155
100	54
100	55
100	56
100	57
100	58
100	59
100	63
100	64
100	150
100	155
101	60
101	61
101	62
101	151
101	155
102	152
102	153
102	154
