0	189
0	190
0	191
0	192
0	193
0	194
0	195
0	196
0	197
0	198
0	199
0	200
0	201
0	202
0	203
0	204
0	205
0	206
0	207
0	208
0	209
0	210
0	211
0	212
0	213
0	214
0	215
0	216
0	217
1	188
1	217
2	186
2	187
2	217
3	46
3	47
3	48
3	49
3	50
3	51
3	185
3	217
4	44
4	45
4	52
4	53
4	179
4	180
4	181
4	182
4	183
4	184
4	218
5	43
5	54
5	55
5	56
5	57
5	58
5	178
5	218
6	42
6	59
6	60
6	169
6	170
6	171
6	172
6	173
6	174
6	175
6	176
6	177
6	218
7	38
7	39
7	40
7	41
7	61
7	62
7	142
7	143
7	144
7	145
7	146
7	147
7	148
7	149
7	166
7	167
7	168
7	218
8	30
8	33
8	37
8	62
8	142
8	150
8	151
8	152
8	153
8	154
8	155
8	156
8	158
8	159
8	160
8	161
8	162
8	163
8	164
8	165
8	218
9	29
9	31
9	32
9	34
9	35
9	36
9	63
9	141
9	157
9	219
10	28
10	63
10	141
10	219
11	28
11	64
11	65
11	66
11	140
11	219
12	23
12	24
12	25
12	26
12	27
12	67
12	68
12	140
12	219
13	21
13	22
13	69
13	139
13	219
14	21
14	69
14	138
14	220
15	21
15	70
15	120
15	121
15	122
15	123
15	124
15	125
15	126
15	133
15	134
15	135
15	136
15	137
15	220
16	21
16	70
16	118
16	119
16	127
16	128
16	129
16	130
16	131
16	132
16	220
17	21
17	71
17	117
17	220
18	21
18	72
18	73
18	74
18	114
18	115
18	116
18	220
19	20
19	75
19	76
19	112
19	113
19	220
20	20
20	77
20	78
20	111
20	221
21	20
21	79
21	80
21	109
21	110
21	221
22	19
22	80
22	81
22	107
22	108
22	221
23	18
23	82
23	83
23	106
23	221
24	17
24	83
24	84
24	102
24	103
24	104
24	105
24	221
25	12
25	13
25	16
25	17
25	85
25	86
25	87
25	88
25	89
25	90
25	91
25	92
25	93
25	94
25	95
25	96
25	97
25	98
25	99
25	100
25	101
25	221
26	11
26	12
26	14
26	15
26	221
27	9
27	10
27	222
28	8
28	222
29	4
29	5
29	6
29	7
29	222
30	4
30	222
31	3
31	222
32	2
32	222
33	2
33	222
34	2
34	223
35	1
35	223
36	1
36	223
37	1
37	223
38	1
38	224
39	1
39	224
40	0
40	224
41	1
41	2
41	224
42	3
42	6
42	7
42	8
42	9
42	224
43	4
43	5
43	10
43	224
44	11
44	225
45	11
45	225
46	12
46	225
47	13
47	14
47	15
47	225
48	15
48	225
49	15
49	158
49	159
49	160
49	161
49	162
49	163
49	164
49	165
49	166
49	167
49	168
49	169
49	170
49	171
49	172
49	173
49	174
49	175
49	176
49	177
49	178
49	179
49	180
49	181
49	182
49	183
49	184
49	185
49	186
49	187
49	188
49	189
49	190
49	191
49	192
49	193
49	194
49	195
49	196
49	197
49	198
49	199
49	200
49	201
49	225
50	14
50	158
50	202
50	203
50	204
50	205
50	206
50	207
50	208
50	209
50	225
51	13
51	158
51	210
51	211
51	212
51	213
51	214
51	215
51	216
51	217
51	218
51	219
51	220
51	221
51	222
51	223
51	224
52	13
52	158
53	13
53	158
54	13
54	158
55	13
55	157
56	12
56	157
57	12
57	157
58	11
58	157
59	8
59	9
59	10
59	157
60	8
60	157
61	9
61	158
62	10
62	159
63	8
63	9
63	160
64	7
64	160
65	7
65	161
66	7
66	162
67	8
67	9
67	10
67	11
67	163
68	12
68	164
68	165
69	13
69	166
70	14
70	15
70	167
71	16
71	23
71	24
71	29
71	168
72	17
72	18
72	19
72	20
72	21
72	22
72	25
72	26
72	27
72	28
72	30
72	169
73	30
73	31
73	170
74	31
74	170
75	30
75	171
76	30
76	171
77	29
77	172
78	29
78	172
79	29
79	172
80	29
80	172
81	28
81	172
82	28
82	172
83	29
83	172
84	28
84	172
85	27
85	172
86	27
86	172
87	28
87	29
87	30
87	31
87	32
87	33
87	34
87	35
87	172
88	35
88	36
88	37
88	172
89	37
89	172
90	37
90	172
91	37
91	172
92	38
92	39
92	40
92	41
92	172
93	41
93	172
94	42
94	172
95	42
95	172
96	43
96	172
97	43
97	172
98	43
98	172
99	43
99	172
100	43
100	172
101	44
101	172
102	44
102	172
103	44
103	109
103	110
103	111
103	112
103	113
103	114
103	172
104	44
104	104
104	105
104	106
104	107
104	115
104	116
104	117
104	118
104	119
104	120
104	121
104	122
104	172
105	44
105	103
105	123
105	172
106	43
106	103
106	124
106	171
107	43
107	101
107	102
107	124
107	171
108	43
108	44
108	97
108	98
108	99
108	100
108	124
108	170
109	44
109	83
109	84
109	96
109	124
109	170
110	45
110	80
110	81
110	82
110	85
110	86
110	87
110	88
110	94
110	95
110	124
111	45
111	78
111	79
111	89
111	90
111	91
111	92
111	93
111	125
111	169
112	46
112	77
112	126
112	127
112	169
113	47
113	76
113	128
113	168
114	46
114	76
114	129
114	168
115	45
115	75
115	128
115	134
115	135
115	136
115	137
115	138
115	167
116	44
116	69
116	70
116	74
116	128
116	132
116	133
116	134
116	139
116	140
116	141
116	142
116	167
117	44
117	64
117	65
117	66
117	67
117	68
117	70
117	71
117	72
117	73
117	129
117	130
117	131
117	143
117	144
117	145
117	166
118	44
118	55
118	56
118	57
118	63
118	146
118	147
118	148
118	166
119	44
119	54
119	58
119	59
119	60
119	62
119	149
119	150
119	151
119	152
119	165
120	45
120	52
120	53
120	61
120	153
120	154
120	155
120	156
120	165
121	46
121	47
121	50
121	51
121	157
121	158
121	159
121	160
121	161
121	162
121	163
121	164
121	165
