0	12
0	13
0	14
0	15
0	16
0	17
0	18
0	19
0	20
0	28
0	29
0	30
0	31
0	32
0	33
0	34
0	35
1	11
1	21
1	22
1	23
1	24
1	25
1	26
1	27
1	28
1	35
2	10
2	35
3	9
3	35
4	6
4	7
4	8
4	35
5	5
5	12
5	13
5	35
6	3
6	4
6	10
6	11
6	14
6	35
7	0
7	1
7	2
7	8
7	9
7	14
7	35
8	0
8	6
8	7
8	14
8	34
9	0
9	4
9	5
9	14
9	15
9	34
10	1
10	2
10	3
10	15
10	33
11	16
11	32
12	16
12	32
13	16
13	33
14	17
14	18
14	33
15	18
15	33
16	17
16	18
16	33
17	15
17	16
17	33
18	14
18	33
19	14
19	34
20	14
20	34
21	14
21	34
22	15
22	34
23	15
23	33
24	16
24	17
24	18
24	19
24	20
24	21
24	22
24	23
24	24
24	25
24	26
24	27
24	28
24	33
25	28
25	29
25	33
26	29
26	30
26	32
26	33
27	31
27	32
