0	1
0	2
1	1
1	3
1	4
2	0
2	5
2	6
2	7
2	8
3	0
3	8
3	9
4	0
4	10
4	11
4	12
4	13
4	14
4	15
5	0
5	15
5	16
5	23
5	24
6	0
6	17
6	18
6	19
6	22
6	25
7	1
7	19
7	20
7	21
7	25
8	1
8	25
9	1
9	26
10	1
10	26
11	2
11	26
12	2
12	26
13	3
13	23
13	26
14	3
14	4
14	22
14	24
14	25
14	26
15	4
15	22
16	4
16	22
17	3
17	4
17	22
18	3
18	22
19	3
19	22
20	3
20	22
21	3
21	22
22	3
22	22
23	4
23	23
24	4
24	24
24	25
25	5
25	19
25	20
25	21
25	22
25	25
26	5
26	17
26	18
26	22
26	25
27	6
27	15
27	16
27	22
27	25
28	7
28	8
28	15
28	23
28	24
29	8
29	14
29	15
30	9
30	10
30	11
30	12
30	13
30	14
