0	58
1	46
1	47
1	48
1	49
1	50
1	51
1	52
1	53
1	54
1	55
1	56
1	57
1	59
2	45
2	60
2	61
2	62
3	43
3	44
3	62
4	42
4	62
5	42
5	63
6	42
6	63
7	42
7	62
8	42
8	61
9	42
9	61
10	42
10	61
11	42
11	60
12	41
12	60
13	41
13	60
14	41
14	60
15	41
15	60
16	39
16	40
16	59
17	39
17	60
17	61
18	38
18	62
18	65
18	66
18	67
18	68
19	38
19	63
19	64
19	69
20	38
20	70
21	38
21	70
22	38
22	71
23	38
23	72
23	73
23	74
24	37
24	74
25	36
25	74
26	36
26	73
27	35
27	72
28	35
28	72
29	35
29	72
30	36
30	72
31	37
31	72
32	38
32	71
33	38
33	71
34	38
34	70
35	37
35	67
35	68
35	69
36	36
36	67
37	37
37	68
38	37
38	69
39	38
39	67
39	68
40	38
40	66
41	38
41	66
42	37
42	66
43	37
43	67
43	68
43	69
43	70
44	37
44	71
45	37
45	72
46	37
46	73
46	74
47	37
47	75
47	82
47	83
47	88
48	36
48	76
48	77
48	78
48	79
48	80
48	81
48	84
48	85
48	86
48	87
48	89
49	36
49	89
49	90
50	35
50	90
51	34
51	89
52	34
52	89
53	34
53	88
54	33
54	88
55	33
55	88
56	33
56	88
57	33
57	87
58	34
58	87
59	31
59	33
59	88
60	30
60	32
60	33
60	87
61	30
61	86
62	30
62	86
63	30
63	87
63	88
63	89
63	90
63	91
63	92
63	93
63	94
64	30
64	94
64	95
64	96
65	21
65	22
65	23
65	24
65	29
65	96
66	16
66	17
66	18
66	19
66	20
66	21
66	25
66	26
66	27
66	28
66	29
66	96
67	15
67	96
68	14
68	97
68	98
68	99
68	100
69	14
69	100
70	7
70	8
70	9
70	10
70	11
70	12
70	13
70	101
71	6
71	101
72	5
72	102
73	4
73	102
74	3
74	102
75	1
75	2
75	102
76	0
76	102
77	0
77	103
78	0
78	103
79	1
79	103
80	2
80	103
81	3
81	103
82	3
82	102
83	4
83	102
84	4
84	102
84	103
85	5
85	103
86	6
86	104
87	6
87	104
88	7
88	105
89	7
89	106
90	8
90	105
91	8
91	104
92	9
92	103
93	10
93	103
94	10
94	103
95	11
95	103
96	11
96	103
97	11
97	103
98	11
98	103
99	11
99	103
100	11
100	103
101	10
101	103
102	10
102	102
103	11
103	12
103	102
104	12
104	102
105	12
105	13
105	99
105	100
105	101
106	14
106	15
106	98
107	15
107	98
108	15
108	98
109	15
109	98
110	15
110	98
111	15
111	16
111	17
111	18
111	98
112	19
112	98
113	19
113	20
113	97
114	18
114	97
115	17
115	96
116	17
116	96
117	17
117	18
117	19
117	20
117	21
117	22
117	23
117	24
117	96
118	25
118	26
118	27
118	28
118	29
118	30
118	31
118	32
118	33
118	96
119	33
119	96
119	97
119	98
120	33
120	99
121	34
121	35
121	36
121	100
122	37
122	38
122	39
122	40
122	101
123	41
123	42
123	101
124	43
124	100
125	44
125	100
126	44
126	93
126	99
127	43
127	92
127	94
127	98
128	43
128	80
128	81
128	82
128	83
128	90
128	91
128	95
128	96
128	97
129	43
129	80
129	83
129	88
129	89
130	43
130	81
130	84
130	86
130	87
131	44
131	45
131	81
131	85
132	46
132	47
132	81
133	48
133	49
133	50
133	51
133	81
134	52
134	53
134	57
134	81
135	54
135	55
135	56
135	58
135	59
135	82
136	59
136	83
137	60
137	83
138	60
138	83
139	61
139	62
139	63
139	83
140	64
140	84
141	64
141	85
141	86
142	65
142	87
142	88
143	66
143	67
143	89
144	68
144	89
145	68
145	89
146	69
146	89
147	70
147	71
147	90
148	72
148	73
148	90
149	74
149	90
150	75
150	90
151	76
151	90
152	77
152	90
153	77
153	90
154	78
154	90
155	79
155	90
156	80
156	89
157	81
157	82
157	89
158	83
158	84
158	89
159	84
159	85
159	86
159	87
159	88
